product_title,parent_asin,rating,review_title,review_text,timestamp,verified_purchase,helpful_vote,date,year
"CCL SUPPLEMENTS Advanced Glutathione Spray Supplement, Reduced Glutathione Liquid Antioxidant GSH with Ashwaganda, L-Carnitine & L-Glutamine (4 oz - 120 Servings)",B09SBP5FP4,5.0,Very Good Glutathione Spray,"This glutathione spray is easy to use.  I selected it for review because I have read that glutathione greatly helps with some vaxxx reactions, especially those that tend to give you a magnetic personality. It tends to collect that magnetic quality and helps to get it out, if that makes any sense to you.  It's especially good for that purpose if taken with milk thistle and astaxanthin.",1630618355590,False,8,2021-09-02 21:32:35.590,2021
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,5.0,I Use It Daily. Can’t Have My Morning Coffee Without It!,"It’s so easy & it blends very well. I just put a scoop in my coffee, every morning!",1593374610980,True,0,2020-06-28 20:03:30.980,2020
"NITROSURGE Pre Workout Supplement - Endless Energy, Instant Strength Gains, Clear Focus, Intense Pumps - Nitric Oxide Booster & Powerful Preworkout Energy Powder - 30 Servings, Arctic White",B07TV8PWLD,5.0,"Great Energy, no bloat",This stuff works great and avoids the creatine bloat I get from any products containing it. A+ product.,1592272964648,True,0,2020-06-16 02:02:44.648,2020
H.V.M.N. Keto Collagen+ Protein Powder: Collagen Supplement with Collagen Peptides & MCT Powder - Keto Diet Approved - 25 Servings (Vanilla),B07YMK6GQG,5.0,Wonderfully tantalizing,The flavor is excellent. Paired with my morning coffee it is the best.,1601418235173,True,0,2020-09-29 22:23:55.173,2020
"Left Coast Performance Collagen Bone Broth Powder with Grass Fed Collagen Peptides. Unflavoured, Hydrolyzed Beef, Zero Carb, Dairy Free Protein Powder. 1lb, 32 Servings",B07TXNN9SG,5.0,This stuff is great,I love this protein!!!!!  I drink it every day in a shake to seal my leaky gut for preventing reflux.  The bonus is it’s good for my joints and my face has started looking better with the collagen.  This stuff is good and I will continue to order.,1645992753648,True,0,2022-02-27 20:12:33.648,2022
"REDCON1 MRE Meal Replacement Supplement, Fudge Brownie - Whole Food Protein + Carbohydrate Blend with No Whey for Post Workout Fuel - Natural Protein Powder with MCT Oil + Amino Acids (7 lbs)",B0774X9RND,5.0,Good meal replacement for my work lunches.,"I am using this as a meal replacement for my work lunches. So far I have tried the blueberry and banana. When I make it, I usually add 1 banana, baby spinach, frozen fruit, and diet cranberry juice. I switch up the frozen fruit and use different cranberry juice flavors so I'm not drinking the same flavor every day. I have no problems with it not mixing right. Drink in hand cost me around $4 a day. Overall happy customer.",1636299078701,True,0,2021-11-07 15:31:18.701,2021
"Quest Nutrition Protein Powder, Vanilla Milkshake, 1.6 Pound",B0C4Z5B2B7,5.0,"Great flavor, texture, and low on sugar.",I ordered this for myself to be able to drink low carb protein shakes. My sons use it as well to make post-workout protein shakes. Both of them really like the taste. They both agree that the texture is better than most of the other shakes they have tried. I have to order more now since they have used all of it.,1591994294504,True,0,2020-06-12 20:38:14.504,2020
"Judee’s Unflavored Egg White Protein Powder for Fast Blending 4 lb - 100% Non-GMO, Keto-Friendly, Pasteurized - Dairy-Free, Soy-Free, Paleo-Friendly, Gluten-Free and Nut-Free - Made in USA",B0C5N7C3D9,5.0,Good product,Bought this to make diy protein bars. Works great.,1613654341602,True,0,2021-02-18 13:19:01.602,2021
"Cellucor Cor-Performance Creatine Monohydrate for Strength and Muscle Growth, 72 Servings",B01BVRO7T0,2.0,Cheap Chinese creatine,Disappointed to see this from a well known brand. Pay slightly more for a better product.,1663895311454,True,0,2022-09-23 01:08:31.454,2022
XTEND Pro Protein Powder Chocolate Lava Cake | 100% Whey Protein Isolate | Keto Friendly + 7g BCAAs with Natural Flavors | Gluten Free Low Fat Post Workout Drink | 1.8lbs,B08VZBZ9ZR,5.0,Take Good,Good Taste,1639340893225,True,0,2021-12-12 20:28:13.225,2021
"Truvani Organic Vegan Protein Powder Peanut Butter - 20g of Plant Based Protein, Organic Protein Powder, Pea Protein for Women and Men, Vegan, Non GMO, Gluten Free, Dairy Free (20 Servings)",B09FD8STXW,5.0,Great flavor,I mixed the vanilla with oat milk and it is soooo good! The right amount of sweetness. I used it as supplement since I have recently gone vegetarian and I haven’t been getting full enough lately. This helped hold me over! I like that the ingredients are organic. This is definitely a high quality product. I used about 10-12 ounces with one packet.,1623365131411,True,0,2021-06-10 22:45:31.411,2021
"Ancient Nutrition Collagen Powder Protein, Multi Collagen Chocolate Protein Powder, 24 Servings, with Vitamin C, Hydrolyzed Collagen Peptides Supports Skin and Nails, Gut Health, 10oz",B0BF157Q8N,5.0,Has helped my joints,Has helped my joints. Less pain and swollen. Can’t taste the powder. I put it in my coffee or tea and also in my yogurt.,1628386242078,True,0,2021-08-08 01:30:42.078,2021
"Muscle Milk Pro Advanced Nutrition Protein Shake, Slammin' Strawberry, 11 Fl Oz Carton, 12 Pack, 32g Protein, 1g Sugar, 16 Vitamins & Minerals, 5g Fiber, Workout Recovery, Packaging May Vary",B09XH39KY4,1.0,Super gross! Hate this brand,If I could give no stars I would. These were absolutely disgusting! No thanks!,1640150647663,True,0,2021-12-22 05:24:07.663,2021
"Quest Nutrition Protein Powder, Vanilla Milkshake, 1.6 Pound",B0C4Z5B2B7,5.0,The best protein,Okay wow I had a feeling this would be good but I didn’t know how good it would be! It literally tastes like your eating/drinking  Cinnamon Toast Crunch! It even has little birs of Cinnamon Toast Crunch which I didn’t expect and kinda makes it weird to drink but I am obsessed! It tastes good with water and milk. I’ve been looking for a protein that actually tastes good and this one wins! I even mix it in smoothies with fruit and it compliments them so well! P,1597938633839,True,8,2020-08-20 15:50:33.839,2020
"Plant Based Protein Powder | Purely Inspired Organic Protein Powder | Vegan Protein Powder for Women & Men | 22g of Plant Protein | Pea Protein Powder | Decadent Chocolate, 1.3 lb (16 Servings)",B0C61C2TTK,5.0,Great product,"I really like this protein powder, have only bought the chocolate.  It tastes great, mixes well--I use water--and is very filling.<br /><br />Part of me thinks it tastes too good to be what it claims, but I continue to buy it.  Still looking for a vegan protein powder that's not too expensive which contains amino acids.",1656961761779,True,2,2022-07-04 19:09:21.779,2022
"Optimum Nutrition Gold Standard 100% Micellar Casein Protein Powder, Naturally Flavored French Vanilla, 4 Pound (Packaging May Vary)",B0C1NTNR11,4.0,Flavoring,"I would highly recommend adding banana and peanut butter to make it taste better! It is hard to drink it without adding them even though it says vanilla, but to me, it is really not.",1629905548949,True,0,2021-08-25 15:32:28.949,2021
"Raw Organic Whey - USDA Certified Organic Whey Protein Powder, Happy Healthy Cows, COLD PROCESSED Undenatured 100% Grass Fed + NON-GMO + rBGH Free + Gluten Free, Unflavored, Unsweetened (12 OZ)",B06XX4S36N,4.0,Beneficial product,"There is no flavoring in this product other than the natural whey protein taste. It blends but it does not dissolve so be sure to mix very well with fruit, etc. I think this is a much healthier option than protein drinks with a long list of additives. The product is priced reasonably for the quality provided.",1665407415614,True,3,2022-10-10 13:10:15.614,2022
"Garden of Life Organic Plant Protein Smooth Energy Powder, 10 Servings - Vegan, Grain Free & Gluten Free Plant Based Protein Shake with Yerba Mate, Vitamin B12, Probiotics & Enzymes, 15g Protein",B094F7LL5Y,2.0,I won’t buy it again,I didn’t like at all. Apologies,1582609039339,True,0,2020-02-25 05:37:19.339,2020
"Healthy Origins L-Glutamine (American-Made, Non-GMO, Gluten Free, Muscle Support, Immune Support), 10.6 Ounce",B0BR7NB4QD,4.0,For Intestinal Support,"I follow a combination of a AIP & a low FODMAPs diet for helping me to manage my Endometriosis. My Endo has created a lot of digestive problems for me. L-Glutamine is supposed to help heal the intestines. I truly cannot say if the stuff actually works or not. I've been taking it for years now along with other supplements. I believe it does help, but really, with everything else that I take, who knows?<br /><br />It is super easy to take. I put a tsp. in a little water & drink it. It has a taste, but nothing that is particularly off putting. I always get L-Glutamine in powder form to avoid fillers that are typically in capsules.<br /><br />My go to brand is by Now. I get a 35.2 ounce container for about .78 an ounce on Subscribe & Save. At the time of this review this product is about 1.78 an ounce. A huge price difference. Plus Now has a legit GMP seal (this product doesn't have a GMP seal - many supplements don't). I'm not knocking this brand, mind you. From what I can tell this powder is no different from the Now brand. Upfront, you'll pay less for this brand because you get less. That can work for you if you just want to try it out & don't want to buy in bulk. The choice is yours.",1593645758405,False,5,2020-07-01 23:22:38.405,2020
"Multi Collagen Protein Powder Unflavored,60 Serving, Premium Blend of Grass-Fed Beef, Chicken, Wild Fish, Eggshell Collagen, 5 Types of Hydrolyzed Collagen Peptides, Keto & Paleo Friendly, Easy Mix",B0C37728C2,4.0,blendable,"don't have much pain, purchased unflavored and it was fine.",1597353920921,True,1,2020-08-13 21:25:20.921,2020
"TRUVANI - Wild Caught Hydrolyzed Marine Collagen Protein Powder | Collagen Protein Supplement with Type 1,2 & 3 | Anti-Skin Aging | Non-GMO | Gluten Free Fish Collagen | 6.35 OZ",B07JG7QKR7,5.0,It really works!,"I was told that I have to have hip replacement surgery at 52. I have had a lot of injuries and have worn out my Cartilage. I have been in a lot of pain this past year. When I began taking this product, I started feeling better within weeks. I still have to have surgery, but the pain in my hip has completely been cut in half and the rest of me feels good to. This stuff works. I am a user for life.",1620438651679,True,0,2021-05-08 01:50:51.679,2021
"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Peanut Butter Lovers Variety Pack, 1.76 oz, Pack of 18",B0BM3VHWJN,5.0,Taste pretty good,"One of the better trading bars I have tried.  Have ordered multiple boxes, all have been good.  I do not care for the other flavors but like these.",1613338012449,True,0,2021-02-14 21:26:52.449,2021
"Ensure Enlive Meal Replacement Shake, 20g Protein, 350 Calories, Advanced Nutrition Protein Shake, Milk Chocolate, 8 Fl Oz (Pack of 16)",B082JHNLM8,5.0,lotsa protein,taste OK,1643069296559,True,0,2022-01-25 00:08:16.559,2022
"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Peanut Butter Lovers Variety Pack, 1.76 oz, Pack of 18",B0BM3VHWJN,5.0,Best protein bar on the market,Great value for money.,1623188842939,True,0,2021-06-08 21:47:22.939,2021
"Ancient Nutrition Collagen Powder Protein, Multi Collagen Chocolate Protein Powder, 24 Servings, with Vitamin C, Hydrolyzed Collagen Peptides Supports Skin and Nails, Gut Health, 10oz",B0BF157Q8N,5.0,Great for joint health.,I like this product in my coffee in the morning.  It's very good for bone and joint health. I've been using this for more than a year and appreciate the addition for my health.,1656554509035,True,0,2022-06-30 02:01:49.035,2022
"ONE Protein Bars, Crunch Cinnamon French Toast, Gluten Free Protein Bars with 12g Protein and only 1g Sugar, Healthy and Guilt-Free Snacking for Any Occasion (12 Count)",B0C1TV7FJ6,4.0,"gets the job done, is massively filling",If you crave protein massively this is your bar.  It for me is 2 meals not one.  The taste is a lot like a power bar.,1600542307886,True,0,2020-09-19 19:05:07.886,2020
"Ancient Nutrition Collagen Powder Protein, Multi Collagen Chocolate Protein Powder, 24 Servings, with Vitamin C, Hydrolyzed Collagen Peptides Supports Skin and Nails, Gut Health, 10oz",B0BF157Q8N,5.0,Amazing product.,"I waited 2 full weeks before submitting this review.  I look forward to taking this every morning because of the positive results in such a short time. My skin, nails and overall health is much better.  It is a definite keeper.",1596890247703,True,0,2020-08-08 12:37:27.703,2020
"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Peanut Butter Lovers Variety Pack, 1.76 oz, Pack of 18",B0BM3VHWJN,4.0,Gets me through the mid afternoon,The perfect snack for the mid afternoon lull at work to keep me going between lunch and dinner,1628013682296,True,0,2021-08-03 18:01:22.296,2021
"Pure Creatine Monohydrate – 200 Servings - 1,000 Grams, 2.2lb Bulk, Vegan, Non-GMO, Gluten Free, Soy Free. Aid Strength Gains, No Artificial Ingredients - NAKED CREATINE",B0BQN9HYWR,5.0,Recomendado 100%,"Buen producto, notarás sus efectos muy pronto y son duraderos.",1630439328759,True,0,2021-08-31 19:48:48.759,2021
"GNC AMP Creatine HCl 189 |Targeted Muscle Builder and Recovery Supplement | Fast Absorbing Performance Blend | 1,250 mg PEG Creatine | Daily Vitamin | 240 Tablets",B07QVB4MQ5,5.0,Good product,Easy to use,1642499091132,True,0,2022-01-18 09:44:51.132,2022
"Muscle Milk Zero Protein Shake, Chocolate, 11 Fl Oz Carton, 12 Pack, 20g Protein, Zero Sugar, 100 Calories, Calcium, Vitamins A, C & D, 4g Fiber, Energizing Snack, Workout Recovery, Packaging May Vary,11 Fl Oz (Pack of 12)",B01LW2EI80,5.0,Love,"I really like it's only 100 calories, with enough protein. The taste is pretty good but I make peanut butter smoothies. De-lish!",1633211439333,True,0,2021-10-02 21:50:39.333,2021
"No Cow High Protein Bars, Sweet Tooth Combo Pack, 20g Plus Plant Based Vegan Protein, Keto Friendly, Low Sugar, Low Carb, Low Calorie, Gluten Free, Naturally Sweetened, Dairy Free, Non GMO, Kosher, 12 Pack",B0BR8FC8MH,5.0,Great bars!,Great flavor and healthy.  Variety of flavors.  Awesome!,1669055705736,True,0,2022-11-21 18:35:05.736,2022
"ONE Protein Bars, Crunch Cinnamon French Toast, Gluten Free Protein Bars with 12g Protein and only 1g Sugar, Healthy and Guilt-Free Snacking for Any Occasion (12 Count)",B0C1TV7FJ6,5.0,Great flavor,"So far I've tried 2 flavors birthday cake and cinnamon roll, I love them both. Looking forward to try more flavors.",1625014066485,True,0,2021-06-30 00:47:46.485,2021
"AminoLean Pre Workout Powder, Amino Energy & Weight Management with Vegan BCAA Amino Acids, Natural Caffeine, Preworkout Boost for Men & Women, 30 Serv",B0B5B7ZP1V,5.0,good preworkout!,since the caffeine is natural it doesnt make me feel jittery and i like the inclusion of the bcaas and the fact that its zero sugar. the watermelon is definitely my favorite,1646432179056,True,0,2022-03-04 22:16:19.056,2022
EVL Intense Pre Workout with Creatine - Pre Workout Powder Drink for Lasting Energy Focus and Recovery - ENGN Energizing Pre Workout for Men with Beta Alanine Caffeine and L Theanine - Pink Lemonade,B07NNS4F1Z,5.0,Yummy,"This tastes great! My brother showed me this product a couple months ago and now I am on my 2nd bottle.<br /><br />When I do take this withing 15 minutes I am bouncing off the wall!! When I drink coffee it does the same thing but this taste is way better (guess I'm a sugar hound)<br /><br />I usually take this while driving to the gym, I eat a small meal before I go and when I come home I'm barley hungry, sometimes I try to make myself drink a protein recovery shake but this product doesn't really make me hungry for dessert which is good because I'm trying to loose weight!<br /><br />I can say I've been using this product for around 3 months and with this and a healthy diet I am loosing some weight -14 as of right now. I will continue to use this product.",1590154954290,True,1,2020-05-22 13:42:34.290,2020
"Muscle Milk Smoothie Protein Yogurt Shake, Blueberry, 20g Protein, 11 fl FL OZ, 12 Count",B07BZZRQ2W,5.0,super delicious,This is by far the best protein shakes ever. My other choice will be the strawberry.,1622081707792,True,0,2021-05-27 02:15:07.792,2021
"Plant Based Protein Powder Chocolate - Lactose & Dairy Free Protein Powder - Vegan Protein Shake Meal Replacement with Fava, Mung, Rice & Pea Protein, Low Carb, Keto, Sugar & Gluten Free, 21g",B099NXRJYB,5.0,great plant based protein powder,I tried this because I love peanut butter and like the added functional ingredients. It mixes well and tastes great. I would recommend adding it to your supplement routine.,1628527552592,True,0,2021-08-09 16:45:52.592,2021
"Wholesome Wellness Multi Collagen Protein Powder Hydrolyzed (Type I II III V X) Grass-Fed All-in-One Super Bone Broth + Collagen Peptides - Premium Beef, Chicken, Wild Fish, Eggshell Collagen",B07L48J4HW,5.0,Dissolves and bares no taste!,"Dissolved and bares no taste like a previous brand I used- but I do like how it has all types of collagen in it. Haven’t used long enough to specify benefits, but I do know it’s good for you:)",1625492784756,True,0,2021-07-05 13:46:24.756,2021
"BODYTECH Whey Tech Pro 24 Protein Powder - Protein Enzyme Blend with BCAA's to Fuel Muscle Growth & Recovery, Ideal for Post-Workout Muscle Building - Cookies & Cream (2 Pound)",B09KNVWVB6,4.0,Can’t live without it,"Banana cream is an experiment I won’t be conducting again but this brand is excellent if you get the chocolate, cookies and cream, strawberry, or vanilla!",1672504231148,True,0,2022-12-31 16:30:31.148,2022
"STS Creatine 300 Grams - 100% Pure Raw Creatine Monohydrate Powder, Keto Friendly - 60 Servings",B094DR9KXX,5.0,Happy,Son wanted this.  He was happy with the quality,1641254054143,True,7,2022-01-03 23:54:14.143,2022
"BSN SYNTHA-6 Protein Powder, Vanilla Ice Cream, 80 Ounce",B0BX31FPWK,5.0,Great product! Does not contain Maltodextrin!,"A lot of protein powders contain Maltodextrin which is not good for your body and can throw your sugar levels through the roof. Just look on the internet and you will be shocked that they even use Maltodextrin  in something that is supposed to be good for you and build strength.  Syntha-6 does not contain Maltodextrin - perfect!<br />Here's what I found after I drank it and experienced a bad case of vertigo and fell down almost cracking open my skull!  I am relatively healthy and don't have diabetes or insulin resistance, so, you be the judge.<br />Maltodextrin has an even higher glycemic index (GI) than table sugar. This means that maltodextrin can cause a sharp increase, or spike, in people's blood sugar shortly after they eat foods that contain it. A spike in blood glucose can be particularly dangerous for people with diabetes or insulin resistance.",1616949897320,True,0,2021-03-28 16:44:57.320,2021
Feel Great Vitamin Co. Protein Superfood Greens | Organic Plant-Based Protein Powder | Prebiotics + Probiotics | Antioxidant & Immune Health | Vegan & Gluten Free | Cacao Flavor |,B007N8SSYM,5.0,Good product,I am reordering this for sure!!,1580525960408,True,0,2020-02-01 02:59:20.408,2020
"Indigo Collagen - Marine Collagen Powder | Wild Caught Fish Collagen | Hydrolyzed Multi-Collagen Peptides | Amino Acids for Hair, Skin, Nails | 10.6 Ounces, Unflavored",B09FW457B3,1.0,CAUSED A SEVERE PANIC ATTACK!,Don't buy this!,1655243036586,True,0,2022-06-14 21:43:56.586,2022
"Naked Pea - Pea Protein Isolate from North American Farms - Plant Based, Vegetarian & Vegan Protein. Easy to Digest, Speeds Muscle Recovery - Non-GMO, No Lactose, No Soy and Gluten Free - 15 Servings",B08JSGTYQD,4.0,Tastes better with bananas,"I got the chocolate one and was afraid I wouldn’t finish the tub after the first few smoothies. It tasted nasty, even in my usual fruit smoothie. I even tried blending it with hot cocoa powder and it was still bad. But once I started blending it with banana and milk it was palatable. Works well with my sensitive stomach and helps me gain muscle, so here I am ordering it again",1659750355160,False,0,2022-08-06 01:45:55.160,2022
"KOS Vegan Protein Powder, Chocolate USDA Organic - Low Carb Pea Protein Blend, Plant Based Superfood with Vitamins & Minerals - Keto, Soy, Gluten Free - Meal Replacement for Women & Men - 10 Servings",B0C533RGW5,5.0,Awesome!,"I love this product. It tastes great, mixes easily and has great nutritional value with great ingredients.",1582775080830,True,0,2020-02-27 03:44:40.830,2020
"Six Star Casein Protein Powder Elite Casein Protein Powder | Slow-Digesting Micellar Casein Protein Powder for Muscle Gain | Triple Chocolate Protein Powder, 2 lbs (26 Servings) (Package May Vary)",B00MHGM5KS,5.0,Great taste!,Great taste and mixes well.,1581718652271,True,0,2020-02-14 22:17:32.271,2020
Optimum Nutrition 100 Whey Protein Gold Standard Double Rich Chocolate 2 lb(s).,B0C3BYVG97,5.0,Works good with milk.,I mix with about a cup of milk in a small blender.<br />Works good.,1604948381347,True,0,2020-11-09 18:59:41.347,2020
"Muscle Milk Pro Series Protein Powder Supplement, Knockout Chocolate, 5 Pound, 28 Servings, 50g Protein, 3g Sugar, 20 Vitamins & Minerals, NSF Certified for Sport, Workout Recovery, Packaging May Vary",B08F8NL6KL,4.0,More protein because bigger scoop,Pro has more protein in part because it literally has a larger scoop— and serving size— than regular. I haven’t done the math but it might be cheaper to add a 3rd scoop of the regular powder.,1677540589069,True,2,2023-02-27 23:29:49.069,2023
"Wholesome Wellness Multi Collagen Protein Powder Hydrolyzed (Type I II III V X) Grass-Fed All-in-One Super Bone Broth + Collagen Peptides - Premium Beef, Chicken, Wild Fish, Eggshell Collagen",B07L48J4HW,5.0,Blends well. No lumps,"I love this product. So many compliments on how good my skin, hair, and nails look.",1597971049238,False,0,2020-08-21 00:50:49.238,2020
Almased Multi-Protein Powder 17.6 OZ (Pack of 2),B07MG4SMR8,1.0,Not good,The package of 3 canisters arrived with 2 of them being open & contents all over in the box. Not happy with this purchase at all!,1665328208779,True,1,2022-10-09 15:10:08.779,2022
"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Peanut Butter Lovers Variety Pack, 1.76 oz, Pack of 18",B0BM3VHWJN,4.0,Good,The bar tastes good and keeps you filled for a long time,1641747390363,True,0,2022-01-09 16:56:30.363,2022
"Hairfinity Hair Vitamins - Scientifically Formulated with Biotin, Amino Acids, Supplement That Helps Support Hair Growth - Vegan - 60 Veggie Capsules (1 Month Supply)",B0879KK6FQ,5.0,Great,I dont have a photo,1639702046462,True,0,2021-12-17 00:47:26.462,2021
"Gatorade Whey Protein Recover Bars, Chocolate Chip, 2.8 ounce bars (12 Count)",B097HBZYBM,5.0,Great taste,"Not cardboard, it actually tasted good and tasted like what it said. I got 2 boxes of keto-Stuff that tasted nasty. This Gatorade co. Got it right. Thanks",1620509525808,True,0,2021-05-08 21:32:05.808,2021
"Animal Fury Pre Workout Powder Supplement for Energy and Focus 5g BCAA 350mg Caffeine Nitric Oxide Without Creatine Powerful Stimulant for Bodybuilders 30 Servings, -, Green Apple, , 17.49 Ounce",B0BCXY1F26,5.0,Good,Good,1671804781995,True,0,2022-12-23 14:13:01.995,2022
"NITROSURGE Pre Workout Supplement - Endless Energy, Instant Strength Gains, Clear Focus, Intense Pumps - Nitric Oxide Booster & Powerful Preworkout Energy Powder - 30 Servings, Arctic White",B07TV8PWLD,5.0,Very good pre. Would recommend,Very great stuff. Decent pump and great energy! For the price you can’t beat it,1599095985681,True,0,2020-09-03 01:19:45.681,2020
"Gatorade Whey Protein Recover Bars, Chocolate Chip, 2.8 ounce bars (12 Count)",B097HBZYBM,2.0,"Expiring quick, looks it's already there?","I've definitely had these bars before and this is not what I expected. White splotching everywhere, not as dark as it should be. Looks like it went bad in the shipment, tastes a little off. And if that is the expiration date... Jan. 26, 2021? Seriously? Prepackaged bars that'll only last two months?<br /><br />I can find this in a vending machine looking more fresh with a longer date. Shame it's not sold in supermarkets here. Hopefully can get a refund by calling in the morning. Delivery arrived in the middle of the night. Amazon's system only allows returns & food like this definitely can't be returned during quarantine.",1606374772319,True,2,2020-11-26 07:12:52.319,2020
"Barebells Protein Bars Crunchy Fudge - 12 Count, 1.9oz Bars - Protein Snacks with 20g of High Protein - Chocolate Protein Bar with 1g of Total Sugars - Perfect on The Go Protein Snack & Breakfast Bars",B08KWGSYVW,4.0,Best tasting protein bar but unsuitable for vegetarians!,"Found the cookies and cream  at the local grocery and came here to buy a case after the first bite. Then I scoured the ingredients and found ""bovine collagen hyrdolysate"", which is basically beef gelatin or a derivative. I'm a vegetarian and don't eat that, so shame on me for not looking at the label because that thing was delicious! They're totally worth the $3 a bar if you're okay with the bovine collagen.",1660532032000,False,0,2022-08-15 02:53:52.000,2022
"NurtureChi Be Brave (Soft & Chewy) Positive Energy Bars - Pure Plant Protein Bar, Healthy Snacks, Gluten Free, Protein Snacks, Real Food, Mostly Organic, Vegan, Soy Free, Non-Dairy, Guilt-Free, No Artificial Sweeteners, All Natural, 12 Count",B09BGVTVXJ,4.0,Like a bar of fig newton filling without the pastry – 3.5 stars,"There are 12 1.5 ounce energy bars in this package. Each bar looks like the fig filling in a fig newton without the pastry. My boyfriend and I thought this was good but I rate it 3 stars and he rates it 4 stars. To me this bar tastes too sweet and I like a little pastry with my fruit filling.  Each bar is 180 calories, 11g of fat, 0mg cholesterol, 5mg sodium, 12g sugars, 4g fiber, and 6g protein. The ingredients are mostly all good with medjool dates, almonds, hemp hearts, chia seeds, sunflower seeds, pumpkin seeds, brown rice syrup, dried cherries, wild dried blueberries, apple juice infused (wild blueberries, apple juice concentrate, sunflower oil), flax seeds, dried hibiscus flowers, gelatinized maca root, and coconut oil. Note that it contains mostly organic ingredients. The current price of $35.95 comes to $3 per bar.<br /><br />Overall this is a good quality bar and gets a combined 3.5 stars from us.",1630884288646,False,1,2021-09-05 23:24:48.646,2021
"FITCRUNCH Snack Size Protein Bars, Designed by Robert Irvine, 6-Layer Baked Bar, 3g of Sugar & Soft Cake Core (9 Bars, Apple Pie)",B0BQFKDJ44,5.0,The Bar I've Been Wheyting For,"These bars are delicious, something that cannot be said  about most protein bars. They look delectable, frosted on the outside with a caramel swirl. The texture is both crisp and chewy. The apple pie flavor is authentic.  They taste like they were created by a chef and are gluten free with limited sugar. Enjoyable.",1601703471233,False,0,2020-10-03 05:37:51.233,2020
Whey Protein Isolate | Six Star 100% Whey Isolate Protein Powder | Whey Protein Powder for Muscle Gain | Post Workout Muscle Recovery + Muscle Builder | Chocolate Protein Powder (20 Servings),B0B494K3KY,5.0,3 week review,I love it!!! I hesitated at first because of the price but it's absolutely amazing! Tastes great! Mixes very well! Will definitely purchase again!,1659324148329,True,0,2022-08-01 03:22:28.329,2022
"Nature's Bounty Optimal Solutions Protein Powder with Vitamin C, 16 oz",B0B5MZYX7Y,5.0,Nutritional. Recommend,No complaints.,1588626647020,True,0,2020-05-04 21:10:47.020,2020
"Ancient Nutrition Collagen Powder Protein, Multi Collagen Chocolate Protein Powder, 24 Servings, with Vitamin C, Hydrolyzed Collagen Peptides Supports Skin and Nails, Gut Health, 10oz",B0BF157Q8N,5.0,Good product,How can we actually know when a product is helping us. Is there any way to quantify the benefits of supplements. I read and trust that they are having the desired effect. This seems to be of high quality.,1663334832222,True,0,2022-09-16 13:27:12.222,2022
simplyFUEL Plant Based Protein Powder | Chickpea Protein | Gluten Free | Unflavored | Gluten Free | No Stevia | Nothing Artificial | 1.25 pounds,B08BN3PMBK,5.0,"Great product, with neutral taste, unflavored!","Thankful I found this product!! Very neutral flavor, mixes easily and not at all gritty. Most importantly it doesn’t contain any artificial sweetener, which I’m allergic to, or stevia, which I can’t tolerate when products use too much. Also, I have stomach issues and this is gentle and easy to tolerate, no bloating.<br />Mixes easily with greens and/or fruits.",1654002519808,True,0,2022-05-31 13:08:39.808,2022
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,5.0,Must buy!,"I absolutely love this product! It helps my skin glow and my hair is definitely more shiny. When I drink the collagen with my coffee in the morning I feel like it helps me have more energy throughout the day! Love love love it!! Also, it's a great price :)",1586349626403,True,0,2020-04-08 12:40:26.403,2020
"Kaged Muscle Amino Synergy Vegan EAA Powder Essential Amino Acid Supplement with Coconut Water Essential Aminos, EAA's, Raspberry Lemonade, 30 Servings, 7 Ounce",B07G5Q83RR,5.0,It makes a difference in my recovery,"First things first... I do mixed these EAAs with Blackstone BCAAs but they mixed great together.<br /><br />•Flavor is really really good, thickness isn’t an issues and it dissolves really well with water. Very easy to drink.<br />•I take them a little past the halfway point of my workout. I did play around with the timing for a while and I have noticed this time gives me the best results.<br />•They have worked great, I have noticed it in my recovery and level of soreness. They are a regular part of my supplement line up and would definitely recommend them.",1615727718296,True,0,2021-03-14 13:15:18.296,2021
"Sports Research Whey Protein - Sports Nutrition Whey Isolate Protein Powder for Lean Muscle Building & Workout Recovery - 5 lb Bag Bulk Protein Powder 25g per Serving - Dutch Chocolate, 56 Servings",B08PYB6SY9,5.0,Tastes like chocolate milk,"This is a surprisingly tasty protein powder. Mixed with milk or soy milk it tastes like a glass of chocolate milk. It isn't a dark chocolate flavor, more like a Herseys or Nestle chocolate milk than hot cocoa, but it's a pleasant flavor. It had a few clumps when I mixed it in my shake cup, but not many. It comes in a resealable zip top bag that is rather difficult to reseal. I wish it came in a different type of container. Other than that, I like it.",1618548381905,False,0,2021-04-16 04:46:21.905,2021
